time,TC1,TC2,TC3,TC4,PT1,PT2,PT3,PT4,LC
60,1000,1000,1000,1000,1000,1000,1000,1000,1000
110,999.6142556416792,999.4246365664102,1000.0393383780618,999.091482450962,1000.6778388366821,999.1415372918655,1000.7410797860593,1000.418966871777,999.9914674877789
161,999.0810046125538,998.7035363087821,999.2293340073161,999.6035842311416,1000.3662767137506,999.9728864020115,1000.7884940282327,1000.7863944141935,999.3296198610955
208,998.5552207223274,998.8358757639999,998.5876521557001,999.732706920283,1000.1695286391788,999.5434698387963,1001.7818473895497,1001.5723967468911,999.3540173204868
256,999.0590490535052,999.6225929951246,998.6785193885377,999.0566171526706,999.2871600497373,1000.3851777974788,1002.7402413170645,1001.5817934573342,998.9185983433345
302,998.8123046073674,999.7623535204892,999.1773082787729,998.0661960321451,998.7111795886935,999.8355265497356,1002.6882684041027,1000.6283487601223,998.8423913586983
348,999.8111240806638,1000.7071446619232,998.2633936096329,998.3335463673275,998.7353165207282,999.2782191447714,1003.6843907052775,999.9345651037817,999.5625524861944
390,999.9296470592484,1000.980476099661,997.943110146978,998.527793563489,999.6961618832261,999.9394698985434,1003.1090992584083,1000.2498202401146,999.6872588865548
442,999.7884176314859,1001.5354502286747,998.5820338364628,999.0222966011019,1000.0605239771089,999.5333844948799,1002.1403616335076,1000.3132830208822,999.6109850411109
490,1000.7458046492449,1000.6724892752724,998.1602945252655,998.2980622832891,999.7053373479703,999.4774294643258,1001.4470566432622,1000.0314078495887,1000.5812618676366
537,1000.2485425085051,999.9419063761798,998.7059032480824,999.1552390514163,1000.2785195078229,999.3309701142758,1002.1480921824173,1000.063350991074,1000.6115756377507
583,1000.4267503587498,1000.0427752821001,998.5086254906616,998.9964752463794,999.5610156010542,1000.0504682093874,1002.4757500096904,1000.5584703315034,1000.2030904662494
630,1000.8033778073753,999.1609490568213,999.1197495487323,999.5409345232604,998.6711375713917,1000.4283818606759,1002.1894121451076,1000.8042448256898,999.6114948998409
677,1001.4637007614007,998.9979970919114,998.9686044417693,999.4513258425702,999.2023146438117,999.5793653107779,1001.9804705576446,1001.3207389561378,999.2313551686972
725,1000.6226655094987,999.0201075195141,998.7344794537242,1000.034209190095,999.9858260291336,999.0413311632162,1001.9280188594212,1001.8770643092995,998.6333785017484
771,1001.5155174990955,998.2935305797743,998.0700470830033,1000.9193653186015,1000.1120526463164,999.9572085308441,1001.7227658816407,1002.5444624357708,999.3859531712702
817,1000.8914143912168,999.0477247944435,997.9652074236569,1001.0673918283688,999.2340555060179,1000.4879220263634,1001.7718945168943,1003.4052824015592,999.6124881214348
865,1001.7470120312561,998.2763357135732,998.5117757259383,1002.0458031315375,1000.0487111857709,1000.6436833232272,1001.0320132458926,1003.5574209271967,998.6999731580273
911,1002.2528183345364,998.5769779682787,998.0815839889545,1001.5214261042623,1000.7281324841842,1001.446836549671,1000.5132249456499,1003.3973189470862,998.7090630991222
957,1003.0232660687423,998.2044400533237,997.657579446333,1000.6153265229228,1001.0163292201707,1001.9697708088598,999.6321358712937,1003.7247352856921,998.9518175264553
1003,1003.9771936502118,997.9612103258403,998.6416441250049,1000.6056090870371,1001.195367033696,1002.5452115755355,1000.19283014097,1004.3930849677278,998.3396422094826
1051,1004.5897484217686,998.747022996622,998.2171025385325,1001.2109118964471,1000.3741315211968,1001.6902242543437,1000.3167573581094,1004.0122674227703,999.2411512925976
1099,1004.065745799238,997.9186066902843,998.9877679173858,1000.3474781299113,1001.1060534827552,1001.7042646411018,999.6192748674887,1004.3358143165809,999.0331244048906
1145,1003.4947919234222,998.8132676821523,998.2666987132773,999.9517421608638,1001.2691994289237,1002.5568156582867,999.6083766017654,1004.8722159625905,999.5149437488602
1191,1003.997789918063,998.0014853668318,997.8161954928522,1000.6423558540079,1001.0746666860438,1001.7954780654102,999.4883658924259,1003.9987680694787,999.1288614399501
1238,1003.6716689016063,997.4500256695075,998.0352455234798,1000.1353094570619,1000.9864553877654,1002.6524792131797,999.8530881836343,1003.0630112405529,998.5171404853338
1286,1004.3019635314936,996.7805064521007,998.3903518836163,999.9506847754506,1001.5868680523118,1002.2462239830422,998.9444603157385,1003.4868982339739,998.0694716899561
1333,1004.7658964360422,997.6741103214041,997.7986377907309,999.5405725757405,1000.7454511584564,1003.2045551472822,999.4614790777297,1002.9402512875845,998.5538160444331
1379,1004.4938020118465,997.1244015428156,996.8968424238305,999.4931268649066,1001.1061554669142,1003.9469261389214,998.9272520976585,1003.6624761542502,997.562186108726
1425,1005.4811337226417,996.6176431075468,997.709488257825,1000.1038608408614,1000.5208611034145,1004.3197952288086,998.2424486555434,1002.7360622618431,997.9745016981107
1472,1005.8178325959519,997.0203694477132,998.2104274512333,999.4240913112703,1000.9864945759076,1004.961360437133,997.5932403727724,1001.9443724724671,997.5287739133031
1518,1006.601092827198,996.1713176923308,997.5158799763523,999.7461469291427,1000.6918691729718,1004.2113262475624,996.9753520069594,1001.3903777845192,997.2355092255556
1564,1006.3539916398942,995.4403107126321,998.2503287611088,999.0662515240999,999.9275599485497,1003.3850278693558,996.7816407863766,1000.913728539347,997.4902459250258
1611,1007.1796426377203,994.7043766103868,997.9498662666284,1000.0522672312737,1000.6812198639021,1003.8774533175563,996.0641116123762,1000.2655864220934,998.142465228516
1658,1006.8856497547296,994.021942127372,998.4601202866709,1000.2964662241769,1000.5176994289958,1003.4293218405347,995.3941849905781,999.3257530252324,997.2274027565006
1705,1006.177532725232,993.4865476066142,998.4867508047023,999.4688985610472,1001.0162646278628,1003.6579114687789,995.0374004661192,1000.0334272753789,997.2693461474597
1751,1007.0145757123443,994.0877131949235,998.9646230691153,998.9396116525321,1001.4244417054548,1003.9880094071319,994.1354311360822,1000.5135278600292,996.5279572956598
1798,1007.9544569040011,994.766260859431,999.7510957929625,999.9036571201156,1002.2254043455654,1004.1035589127395,993.9848481400392,1000.0232973322607,996.4437892741645
1843,1008.816147902875,995.0800441730818,999.9990877175982,999.9226404759885,1002.6022045796976,1003.4991521909288,992.9914339610137,1000.8071511118861,995.7683162809208
1890,1009.4829180041475,995.6644774876943,999.03666283199,1000.8912150815061,1002.3495083025127,1003.8443315570981,992.0495554904765,1000.8624652379236,996.2398162870691
1938,1008.659056610824,995.965776464128,999.254553743366,1000.7330240004017,1002.7650445081441,1003.7311899426486,992.0459705849672,1001.6063677725831,995.9093320061226
1985,1008.8999224517454,996.508860379433,998.6171774297392,1000.9055974896502,1003.4819036382942,1003.9054846673461,991.4995862865707,1001.697654239155,995.321910634867
2033,1008.7446948020579,996.0058380205361,997.6569428778488,1001.2853820317706,1002.5814716761829,1003.9248596394103,992.3606098248943,1001.812803862227,996.2647696148324
2079,1009.1803611669711,996.589961458653,996.7065393392361,1000.9379986280782,1002.3907773379777,1003.4525188688968,992.4297951628743,1002.5347661569805,996.8904552038844
2127,1008.6892872758938,996.2777659705032,997.2923956376154,1000.5809222389665,1002.9996892277322,1004.2068081051162,993.2466655552848,1002.3974257196943,996.701035686511
2173,1008.9128151447428,995.7139391593411,997.9541116774792,1001.1527366854635,1003.0801657349308,1004.7205159319898,993.2251619582015,1002.3850498005082,996.7242700546722
2220,1008.3473897801762,995.005683163032,998.1945989965316,1000.6945107250059,1002.5986024723327,1003.8040468624027,992.3112059357155,1001.5252192727947,995.7542786485884
2266,1007.6502906420507,994.4164954001463,998.9406225638133,1000.6665708888113,1001.926866444981,1004.033437826826,993.2422047444584,1002.4600052141088,996.0952877547713
2313,1006.7873789911779,994.6775259082484,999.6465780930218,1000.3819374743298,1002.6158227776234,1004.5130833259298,992.2513907767977,1001.5820341085613,995.4016531870873
2361,1006.9938106034562,994.2976546058921,998.7775601667864,1001.2069506505156,1003.5049302838008,1004.9957873176245,991.9220346894573,1001.6405652442479,994.5294931323158
2407,1007.0475944173102,995.2445570642623,998.8205578398488,1001.9004814910328,1004.1661893805973,1005.4958983071124,991.5321476396267,1001.8251515927518,994.6465589152853
2454,1006.5682797943299,994.3028837723655,998.3958880360177,1002.2364530564097,1004.6878075346334,1005.3112999891233,990.5545584300143,1002.4166868046926,995.3766624150796
2502,1006.2884560014438,994.7143350330573,998.8697066391469,1002.3461448264903,1004.6063437561944,1004.8385407601327,989.6413194686241,1001.9575517832486,996.3207422220265
2548,1006.9212414190084,994.4047450074187,999.8021608574854,1002.1093047533684,1003.9384101355291,1004.473306583429,989.7071762474751,1001.4193547270146,996.5623184998146
2594,1006.2748336645928,993.887763836645,1000.0720340891444,1002.0148699786354,1003.4657923234321,1004.0096598877835,990.1030680975964,1000.5575584521298,996.9246534342539
2641,1005.867900239356,993.5176381439143,999.5432401426456,1001.5499744514649,1003.6919725862352,1003.2786429272294,990.2757144805507,999.7795677639215,997.1987558720721
2687,1006.4518883060538,992.9819079066706,999.4698266082505,1001.9546400052243,1003.9508683176895,1003.8691268328241,989.7316035117386,999.8602215702339,997.2979429468571
2735,1006.8245008835449,992.8944563349673,998.6669926348186,1001.7410672543805,1003.8886034432744,1004.2763373587218,989.2482477034889,1000.3722213637484,996.3989135179404
2782,1006.3464713562869,992.716052361087,998.8581107042397,1002.1519757856396,1004.7164160045751,1004.2423052836856,989.9749551304774,1000.5952921883085,996.3251021430648
2828,1007.0977212943019,993.0134968950423,998.1320569364761,1003.0338650811298,1004.1568541989186,1004.9744421359418,990.1101798974765,1000.919830099407,995.3992278944165
2875,1007.5732125288205,993.4067482980992,997.2374416943564,1003.9993205211343,1004.2035636077873,1005.1634081609259,989.8258770413595,999.951520644199,995.8793385054045
2922,1007.8032301447113,993.1168490272984,997.1734370572437,1003.2698932113035,1003.3569452031923,1005.9350299637454,990.1906286499296,998.9979610515579,995.2208750052856
2968,1006.9228264114264,994.0872362302828,997.5291360888107,1002.4913802198075,1002.5348085666994,1005.5812511144522,989.8842351053074,998.4134177300822,994.4674222532889
3015,1007.8748816849724,993.1131002540941,997.049511653359,1001.6800732364392,1002.3352841672053,1006.3036581369679,990.757124700395,998.4592048676516,994.7288972567853
3062,1007.831321637199,992.4926967421222,997.9086820068196,1001.5586999278239,1001.6811644917082,1006.6021246795019,991.1297552992734,998.2085615980824,994.4232162647812
3109,1007.5491800141829,991.9570440706597,998.2118135334954,1001.4382434978845,1000.7046507642865,1006.3906975373548,990.4985752622973,998.6838630233846,994.4669327139841
3156,1008.1732250052444,991.6949518646427,997.3270607035666,1001.6546821051994,1001.3190911762659,1006.7595081454957,990.4800021471864,998.9669260766129,995.2872403039574
3203,1007.8883372397404,992.6918663789,996.6608521912816,1002.6501735991811,1001.303251343285,1006.8524846155889,990.0438684171263,999.912551388783,994.4234127594414
3250,1007.2164460853405,992.0557535041471,996.814330311101,1002.5106161843843,1001.114273342828,1007.1028295270411,990.8322133909082,1000.8323391700384,994.8824275894954
3296,1006.309252823291,992.8498616192652,996.0666189343821,1003.1567206238001,1000.8185227167196,1006.1316749325498,991.262697599642,1001.1145615555844,995.1877194565012
3343,1006.2885451951205,992.4158030915847,995.2151794243788,1002.5331322881161,1001.5249362830225,1005.3677429055676,991.2591803534415,1001.7876747100546,995.9760373268371
3390,1005.9255336297374,993.1461214079764,994.661749158572,1002.6529463614894,1000.8853437298048,1005.4113148939434,991.3296212023898,1001.7273880115594,995.5604492447544
3437,1005.5093693935515,993.1472914407112,994.4457142655481,1002.5096570051396,1001.6671502816778,1005.5771963971075,990.639477847237,1002.4081924111732,995.1594585020385
3483,1005.8349048531315,993.3276848704941,994.5244630821536,1001.7187360938248,1001.5715557735618,1006.1477657247306,991.5178967584264,1001.6412852897693,995.1459994061762
3530,1005.5121451247401,992.4400409669846,994.8232983235768,1002.0241294635654,1000.592942942797,1005.727775465271,991.129314516311,1001.5389766791332,995.7238941815486
3576,1005.5304182554695,993.3340568049871,995.204714144199,1001.7179260458948,1000.3862065560643,1005.2177750617901,990.4196094382518,1002.356579586759,994.8828094754592
3624,1006.453776125359,993.6428421961541,995.240244541056,1000.7832437540918,999.540414167393,1005.3844033829292,991.3004100786945,1002.2976941301313,994.2458440553892
3670,1006.6360843730054,993.5397279538843,995.6309316452664,1000.7273150201365,999.6598542481748,1004.9294206803415,992.0187748542501,1001.9809653840083,993.6899888332197
3717,1005.9788631542478,994.2597798724478,995.9281725264798,999.9743199398387,998.9736395609622,1005.0251249373421,992.4324490989111,1001.0199997888841,993.6751646606782
3762,1006.342069616641,994.1416877342555,996.3068453688028,999.9018203198922,999.3488768614623,1005.9968821339063,991.9011699158522,1000.8862798096193,992.6967577439825
