time,TC1,TC2,TC3,TC4,PT1,PT2,PT3,PT4,LC
67,1000,1000,1000,1000,1000,1000,1000,1000,1000
128,999.6095458399753,1000.9292832399923,999.7718663439738,1000.0922115112725,1000.0797143993395,999.5554757427084,1000.8075133978274,1000.0782502662431,1000.7884596714615
180,999.144946426518,1001.3430636716163,1000.6230690860958,1000.3675719527457,999.246079244646,999.2104116724746,1000.7320413296675,999.1440350834262,1000.2093861991797
227,998.4761506913229,1000.7466907827302,1001.4902517146494,999.9001813380662,1000.122701789244,999.2020370982709,1000.1371931559323,998.7390132769508,1000.6874587183119
275,998.4522798530879,1000.8576023241483,1001.2757851276723,999.4798833023442,1001.0214867111623,998.5046145183462,999.445435452774,998.9071304842257,1001.2305284694856
323,998.7315054766216,1000.1586844750198,1002.055741331931,999.1210234574627,1001.277527132178,998.1753678804881,998.9652742026618,998.3161046131179,1002.0583447867847
370,998.2907815132992,1000.9449881050756,1002.5100855059334,999.3910355066556,1001.2723967759426,999.0407770736003,999.3983530736506,997.8867460798016,1002.1734004651545
416,997.9168860774803,1001.0499720876229,1001.8051232100399,999.4641075463702,1000.926696881039,998.4052577500253,999.815848887768,998.2676036183246,1001.9886232528402
463,997.3965898280348,1001.948768771567,1002.4352996142547,998.6618974274521,1001.3983954148348,997.6710427408643,999.8491801411996,997.4025431668354,1001.5970773070545
511,997.5510105203772,1001.7252369655158,1001.5075778594792,999.6218637537052,1001.9932870181858,996.8738445234479,999.8161757297911,996.4693265080749,1002.3650130439541
559,996.9552899841319,1000.8939865456992,1000.5584127787031,1000.5349168172689,1002.6652310454224,997.6241903703709,999.0193354375959,996.1875523754389,1003.2153939967751
622,997.5761633784246,1000.1235801532607,1000.9944131915491,1000.5736472707483,1002.2460646222459,997.5211178746729,998.8270122618062,996.1058486729138,1002.6541806630893
669,998.4953109526307,1000.7506276516141,1000.8254229903849,999.9580056868264,1002.5777921884992,996.806222105714,998.7581046438505,995.4753292619691,1001.8487815998094
717,998.797084598847,1001.2992637991958,1001.7672963839993,1000.6133773576855,1001.8992055408802,996.0647790461929,998.2702047993907,995.1946486638553,1000.9820859598241
763,998.0484799225372,1001.4718311347145,1001.923737729119,1000.9257771098362,1002.469923247244,996.466769063886,998.726993328591,994.7912192773848,1001.7669369046395
810,998.8639348422935,1001.3327633618744,1002.3646597300483,999.9335012056808,1002.8787242597713,997.0302633705672,997.8141676939189,994.802620387714,1002.7022993285664
856,999.7905212357649,1002.0090658954426,1003.3533303310085,999.5072310587542,1002.0727742984532,996.5558815455726,998.2026144812467,995.5459570537733,1001.9448934857895
903,998.9744983140023,1001.8434114730826,1003.0985450961803,998.6929189238724,1001.9362341066234,996.3115231497667,998.359623646033,996.1695987427012,1002.3268717935737
951,999.313306079954,1002.298034436821,1002.6663670932395,999.5062958259107,1001.6749646279258,995.620693969686,999.1549146654856,997.036672602722,1001.5386639245962
997,999.1749613081164,1002.122338534183,1002.4595940072712,999.1969293289615,1002.2675052755322,994.7870390462772,998.3243088671804,996.0644716620574,1001.2871849772815
1045,998.7564704674326,1003.0868024461666,1002.9163636683005,998.7446744207106,1001.4393941979882,994.0525145949341,997.5867083347825,996.9531986508815,1002.0085859661227
1091,999.4047179786386,1003.7464803439705,1002.0820263784979,998.6399940333621,1002.3496872020129,994.9366542354146,996.9498337239393,996.3002726558883,1001.3884499372623
1138,998.9362033821235,1004.4703272563723,1003.0384030131269,998.0632484215106,1001.9595733291344,994.2388998782073,996.4223054403167,996.923671236737,1002.2230964505612
1184,999.3076321780112,1003.4778906168242,1002.38323431658,998.0342496508945,1002.2022004244343,993.8596933583642,997.0778528478229,997.446508800822,1001.7925740022098
1229,999.5666111640066,1004.3733860518433,1002.7809530219454,998.3570038869934,1001.710472080062,994.4975266602505,996.2048418528478,996.9478456293302,1002.5398360601434
1276,999.7399968043657,1003.99625234355,1002.2422130057429,997.6466274905692,1001.072228077681,994.0513518608088,996.6739593820388,996.4476390431804,1002.2034075865943
1323,998.9705649363419,1003.8484671619672,1003.2417020446173,996.6942400174108,1000.849060062869,993.3067046870154,996.469332555966,996.7875767314742,1002.6201008169038
1370,998.0084679651682,1004.3302323344757,1003.0754137006683,997.1043283617461,1000.9469282333433,992.756978092975,995.9281680502597,997.5202814919807,1003.5047292514663
1418,997.8408029009449,1004.4741457905587,1003.7267526997978,997.2522479850687,1000.7428641005597,993.4934995349558,995.3268024238223,998.2994508980397,1003.954467543689
1466,997.18924305808,1004.9963393167848,1003.467103169565,998.1962762439575,999.9334192852376,993.9776314781025,995.9936136053833,998.964528036499,1003.6776956651307
1514,996.9054219843567,1004.9708759048445,1002.7604665585733,998.1830971330048,999.217879794656,993.5298771728196,996.3441274739813,998.0309166779292,1002.8142093052068
1561,996.3597265348991,1004.6105209154603,1003.4262499547596,997.4963809710433,1000.1918761898631,994.0001107577339,996.3673491497792,997.5436685353085,1002.0570627762334
1606,997.2738591812671,1003.6552542431629,1003.4608074714138,997.0658575036035,999.807134100549,994.0103171439811,996.2273731779505,997.1659362053958,1002.7051897138513
1653,996.5387412245375,1004.4482206220032,1003.3824574333383,997.0251422586978,999.5051618817719,993.7579440755064,995.7160014323375,997.2857238124476,1002.2216817439904
1701,996.9454366341452,1003.5362165804191,1003.3939239346475,996.2414928651363,1000.4639466254183,993.8517238523062,995.1485571870752,998.1063746389416,1001.7528401529098
1747,995.9875511150619,1003.4589852619953,1003.7320484513033,996.4125210356408,999.6411329382561,993.9805887455801,994.8150623954867,998.1273508336492,1002.3939696952971
1794,995.6679883170231,1004.36443208642,1003.7311118675318,996.1436215356747,1000.3936634285984,993.6811837084055,995.6876951564317,997.6770250287184,1002.767327273731
1840,995.4972768403111,1004.824375279441,1004.0888856056376,996.5772390085801,1000.2105729830022,993.8051894328761,995.3381603168441,997.5433018862133,1002.8487928006074
1888,994.5202210900151,1004.1513770712957,1004.3918563773522,997.292422498963,1000.5195092758487,993.6249338505655,995.900654387238,997.866030207508,1003.1882223230635
1936,994.2225748340584,1005.0194774682011,1003.9470874945122,997.05685024994,1001.483294238019,993.0584748015928,996.2146384133072,997.8237125787732,1002.2462756525564
1982,993.2268433283123,1005.606148131671,1003.0692447605165,996.1218488270042,1001.8924951803439,992.6929043652839,995.9238434981062,996.8765290839414,1002.9863297445861
2028,992.4465449764532,1006.0626145794336,1002.6603703361938,995.8947854255287,1002.6262877562792,992.6160726563388,994.97949671481,997.2822961310575,1002.4901892031671
2076,991.5243564656945,1005.1758229144858,1003.5239761234972,995.1065183428159,1002.323202578209,993.4011455669723,993.9956500935539,997.6123031901212,1003.0536613608069
2121,990.8155113455347,1005.6992362866974,1004.4021768739052,995.4137605508321,1002.7093546677111,992.85607574031,994.6071979575556,996.8497809162303,1002.221615944145
