time,TC1,TC2,TC3,TC4,PT1,PT2,PT3,PT4,LC
60,1000,1000,1000,1000,1000,1000,1000,1000,1000
115,999.872004920228,999.0003991893782,1000.7600677337548,999.1939909734823,999.17333407926,999.101285640836,1000.1922238920843,999.6701755212725,999.7303293230186
164,999.795577819496,999.766210313729,1000.1996196129469,999.9813323174792,999.8173099563056,999.2566942797126,999.58520381641,999.6355175957044,999.8539787756638
211,999.7154792390793,999.9048669910122,1000.4393210862343,1000.1855646311773,1000.7555049230037,998.9907624298676,999.3724424491846,999.6407814606011,999.2166065428736
257,999.6199156799705,999.3641276941353,1000.0227096593654,999.7201837026041,1001.5565193152902,999.1697776626793,999.4535959185087,999.1825393845925,999.0857816536271
304,999.8726117404318,998.582120589712,1000.4655617654574,1000.0526039960155,1002.4797572794205,998.581115597584,1000.3107812026404,998.8828693984881,998.7448664856952
351,999.9145970868186,998.7126150003592,1000.9221899332839,1000.5266793083946,1001.4834477685426,998.1726791614815,999.7935530753009,997.9765132163163,999.3387560853125
398,1000.3835043802568,998.7519136129224,1000.2369053396151,999.795432712743,1000.956170006521,997.6727667966034,999.5087768501577,997.8348655810343,999.2727588238239
444,1000.5276133572819,998.8320168727325,1000.0499899183486,999.768925080097,1001.3352890482267,997.137252455389,1000.0371972616111,998.5152374505182,1000.2295539505548
490,999.772929451674,999.7849349023088,999.9049835959088,999.9869402367325,1001.9022131635851,996.862931863282,999.2227185578504,998.3144500207053,1000.9676975646939
535,1000.5682987750521,1000.1603057195571,999.4451843958401,999.2700928697602,1002.1448946084168,995.9028041840411,998.9765747284441,998.910812635475,1000.3313176508049
583,1001.2542614831927,1000.2499754470741,999.8422229334155,1000.0203238996341,1001.910194006167,996.8935176420848,998.9105260266638,999.6562118802813,1000.476208895957
628,1001.8489400873676,1000.9759028003001,1000.239978288036,999.1876454430836,1002.0031132070794,997.4752626924136,998.1664681259383,1000.5146824487649,1001.0729650091156
674,1002.1788901229394,1000.0342903596583,1000.0301077307315,998.9035948116701,1002.8843528765774,997.9532103944869,997.3979862358103,1001.3880777984036,1000.3088124095748
720,1001.1830933404535,1000.1279417046983,999.0871899601323,998.7446285974288,1002.3741009930841,998.7037543121987,996.4729922897301,1002.2371220623127,999.5229516030423
767,1001.2628863172023,1000.7052653109046,998.2653225827182,998.9455679599172,1002.7634508609534,998.7450934089387,997.406326337707,1001.3891218010054,999.122410137442
812,1000.7256578631318,1000.5617280042361,998.1398886923505,999.6505029724035,1002.9797390798377,998.3904850285812,996.7231871953217,1002.3415505981851,999.3264530286225
860,1000.824145030065,999.9200798751681,997.5718240678987,998.945839461243,1003.5501056999335,998.3103872343122,996.3853183456457,1002.3885595539415,999.5357552538717
907,1000.8439351263319,999.7806215508907,997.3950175181512,998.2754134183111,1004.1624800036428,999.2739670608809,995.6398222450472,1001.4012327855675,999.0566663490035
953,1001.6763937735298,998.9350511896293,997.2350358030632,997.3013962550402,1005.015138247975,998.367059690485,995.7112013371612,1000.5160417600956,998.4877619653361
