time,TC1,TC2,TC3,TC4,PT1,PT2,PT3,PT4,LC
61,1000,1000,1000,1000,1000,1000,1000,1000,1000
118,999.5289343959331,1000.470135340436,1000.3089012827003,1000.0444928002197,1000.7057553307316,1000.2151634169912,999.81875575079,1000.8083150172355,999.1777087655795
164,999.7418907852627,1000.6916665380681,1000.4980995986278,1000.9069980462359,999.9956488500665,999.8480100279634,999.0797754016572,1000.4273559773375,998.2953015033717
210,1000.6341563495395,1000.6988048145481,999.6422244544093,1000.5703340499836,999.7689159313917,1000.3869083130104,998.4839044100913,1000.230132096315,998.0876965838008
255,1001.5717655038644,1000.4420201462987,999.879970457961,1001.4326802742387,1000.0023456549274,1000.873560615227,998.0628110659154,1000.3958424979174,998.2014842506508
301,1000.9089040773014,1000.119056844519,999.269060031724,1001.6690464839559,1000.1821324730148,1000.0539265057868,998.5635754854432,1001.1317878933808,997.7093133814324
348,1000.080428094279,1000.6417569074872,998.7894773970603,1001.4126376174761,1001.0156163263563,999.5910403786836,997.6926508429855,1000.2739489753114,997.5206619981448
390,1000.1858114282277,1001.5838787490469,999.6209009071622,1000.7632281615205,1000.418191631415,999.7240798795551,998.2600928351108,1000.3825610187664,997.0094203089445
443,999.387526791176,1001.0058671950376,999.1170793852663,1000.7898910015264,1000.3792515732687,999.6406273596748,998.4999517282803,1000.76485784401,996.7261212160046
489,999.9547179998157,1000.5470998605584,999.8296351729249,999.9947146637812,1000.1239953470391,1000.4000249204873,998.6942861433765,1000.2503649682128,996.1824469940625
535,999.4104879996318,1001.5014291662674,999.466597874624,999.5685355102372,1000.1131209339787,999.9470513402905,999.4605698149655,999.6617080578458,995.44319858796
582,999.2938212246171,1002.3792233314571,998.999560653159,999.0530495372268,999.6799097229899,1000.0494043143981,1000.2570172624183,999.3583014323941,995.258525515629
630,998.9551646349133,1002.9342493391592,998.8997336452659,999.6202488735098,1000.317275419066,1001.0194923014944,1000.8192120526929,1000.3148443012198,994.8899107539778
676,998.9417606924841,1002.8746747549927,997.9305677026326,999.8389943789897,1000.3742535170448,1000.1390625532689,1000.586127378238,1001.3059496773506,995.3781376786064
723,998.0138063556743,1002.5340563609024,997.1362566610912,999.480632453686,1000.5064030472544,1000.4976706664781,1001.4361442226046,1001.1926797686793,995.5127266576593
769,997.031101864447,1002.4893238968821,997.1251502898474,999.8901195091232,1000.7752256322512,1000.2760509481025,1001.3654493033855,1000.9683616075847,996.433243769894
816,997.4991633236191,1002.5833391528082,997.1942605902176,1000.3874538680578,1000.1127843086465,1000.6151114250292,1001.9033736980157,1001.3868679575687,997.0488323603989
863,996.6047588470157,1001.781570201853,997.5647931570202,999.6343927243441,1000.6891540953967,1000.5244882063225,1002.0051069046834,1001.5162186407664,997.150100505783
908,996.8503825740509,1002.2909612364483,998.5067709577954,999.0440649382112,1000.9761205660449,1001.0739995885181,1002.2216805139193,1001.6224860516014,996.3739641758043
955,996.3124991173013,1001.8293443467629,998.8123648696239,999.3858040178894,1001.144381497047,1000.2081353711889,1002.4103697721445,1001.7135667295952,995.7015297280198
1002,995.325597598726,1002.3903022351336,999.0262093066016,999.0678590086012,1000.5130903869698,1000.1122047093421,1002.0410174742963,1000.9350544240494,995.8993678860389
1048,996.2608323496734,1002.4650787638595,998.4503901994426,999.8070761161309,1001.5010087269185,1000.0311999766559,1002.1985519214679,1000.5255312316164,996.2739564431982
1093,996.1657270506412,1001.5343601339201,998.263151615755,1000.7018102873606,1001.6940961665374,1000.4778461472945,1002.8468028331101,1000.0881102751224,995.3328756086865
1139,995.862165935081,1000.6637475579271,997.6059906083914,1001.3836764255727,1002.2900363184284,1000.0864968311622,1003.3416680488743,999.429563267974,994.8526003142817
1186,995.5471276799208,1001.4370517818229,997.4296983294929,1001.6379262980819,1001.8718445664829,1000.6710485980831,1003.826991351142,998.570401531364,994.2920973812967
1234,995.0194652960415,1001.6366358944044,997.2094801009179,1000.983609751272,1001.69534784827,999.9926210822067,1003.7544086019847,997.9224195053401,994.5893920244561
1281,995.7112558095188,1001.7677087234126,997.653532161261,1000.2235464239019,1001.061519620361,1000.1692236726974,1003.2757731481387,998.8206768281806,995.0661472882686
1328,995.9329625898253,1002.6341715764622,997.0899573538215,1000.2336670456148,1001.5586205871524,999.2963349356485,1004.1886948125303,999.4630057706054,996.039054368839
1374,996.1898803407729,1003.2229735707597,997.3017087525266,999.4418024915301,1002.2458351390195,999.8749422655495,1004.3406512559878,1000.3735258532382,995.8741910190972
1421,996.4951230063589,1002.4099288807511,998.1026212231682,999.6103912696328,1003.2252422515146,1000.6099939277663,1004.2849778933178,1000.3952302238387,995.178948538817
1469,996.8085185866705,1002.3503223267842,997.1970667164657,1000.0297555534448,1003.1676329736349,1000.3666638075389,1003.7534148599264,999.6923493597816,995.3426229209372
1516,996.5038676928489,1001.4077449903699,996.9908923060548,999.4776937474439,1004.1199266639957,1001.065083343543,1003.0866039925781,998.7024961215593,995.3090290940856
